title,creator,type,institution,country,year,rights,link
Town plan,Celestin Medović,IMAGE,Croatian History Museum,Croatia,1722,No Copyright Non-Commercial,https://www.hismus.hr/en/collections/399102
Religious icon,Miroslav Kraljević,TEXT,Croatian History Museum,Croatia,1856,CC0 Public Domain,https://www.hismus.hr/en/collections/432006
Genre scene,Emanuel Vidović,IMAGE,Museum of Arts and Crafts,Croatia,1362,No Copyright Non-Commercial,https://www.muo.hr/en/collections/841484
Printed book page,Miroslav Kraljević,VIDEO,Museum of Arts and Crafts,Croatia,1815,No Copyright Non-Commercial,https://www.muo.hr/en/collections/270495
Woodcut illustration,Oton Iveković,3D,National University Library Zagreb,Croatia,1960,CC BY 4.0,https://digitalna.nsk.hr/pb/?object=580290
Portrait of a woman,Bela Čikoš Sesija,VIDEO,National University Library Zagreb,Croatia,1837,,https://digitalna.nsk.hr/pb/?object=409913
Letter from the archive,Celestin Medović,3D,Croatian History Museum,Croatia,1902,,https://www.hismus.hr/en/collections/217771
Chronicle of the kingdom,Bela Čikoš Sesija,IMAGE,Croatian History Museum,Croatia,1828,CC0 Public Domain,https://www.hismus.hr/en/collections/521139
Letter from the archive,Emanuel Vidović,IMAGE,Archaeological Museum Zagreb,Croatia,1874,CC0 Public Domain,https://www.amz.hr/en/collections/737692
Portrait of a nobleman,Emanuel Vidović,TEXT,Croatian History Museum,Croatia,1943,CC0 Public Domain,https://www.hismus.hr/en/collections/664566
Genre scene,Celestin Medović,SOUND,National University Library Zagreb,Croatia,1865,In Copyright,https://digitalna.nsk.hr/pb/?object=433193
Parish register entry,Bela Čikoš Sesija,VIDEO,National University Library Zagreb,Croatia,1923,CC BY 4.0,https://digitalna.nsk.hr/pb/?object=850742
Chronicle of the kingdom,Emanuel Vidović,IMAGE,Archaeological Museum Zagreb,Croatia,1757,CC BY-SA 4.0,https://www.amz.hr/en/collections/468422
Illuminated miniature,Rihard Jakopič,3D,National University Library Ljubljana,Slovenia,1820,In Copyright,https://www.nuk.uni-lj.si/en/collections/942725
Still life with flowers,Gvidon Birolla,SOUND,National Gallery Slovenia,Slovenia,1553,No Copyright Non-Commercial,https://www.ng-slo.si/en/collections/726981
Battle scene,Ivan Grohar,VIDEO,Slovenian Ethnographic Museum,Slovenia,1800,No Copyright Non-Commercial,https://www.etno-muzej.si/en/collections/892843
Manuscript fragment,Gvidon Birolla,TEXT,National Gallery Slovenia,Slovenia,1872,CC BY 4.0,https://www.ng-slo.si/en/collections/682813
Newspaper article,Rihard Jakopič,IMAGE,National Museum Slovenia,Slovenia,1805,In Copyright,https://www.nms.si/en/collections/403524
Official decree,Fran Tratnik,TEXT,Slovenian Ethnographic Museum,Slovenia,1803,No Copyright Non-Commercial,https://www.etno-muzej.si/en/collections/875795
Chronicle of the kingdom,Rihard Jakopič,TEXT,National University Library Ljubljana,Slovenia,1815,,https://www.nuk.uni-lj.si/en/collections/974767
Official decree,Ivan Grohar,IMAGE,Slovenian Ethnographic Museum,Slovenia,1715,,https://www.etno-muzej.si/en/collections/776106
Digital reconstruction of building,Ivan Grohar,IMAGE,Slovenian Ethnographic Museum,Slovenia,1872,,https://www.etno-muzej.si/en/collections/479332
Town plan,Matija Jama,3D,National Gallery Slovenia,Slovenia,1873,CC0 Public Domain,https://www.ng-slo.si/en/collections/491330
3D scan of sculpture,Matija Jama,IMAGE,National University Library Ljubljana,Slovenia,1788,CC0 Public Domain,https://www.nuk.uni-lj.si/en/collections/253235
View of the city harbour,Matija Jama,IMAGE,National Museum Slovenia,Slovenia,1845,CC BY-SA 4.0,https://www.nms.si/en/collections/478707
Documentary footage,Matija Jama,TEXT,National University Library Ljubljana,Slovenia,1898,,https://www.nuk.uni-lj.si/en/collections/180558
Folk song recording,Ivana Kobilca,IMAGE,National Museum Slovenia,Slovenia,1943,CC BY-SA 4.0,https://www.nms.si/en/collections/431570
Religious icon,Matija Jama,VIDEO,Slovenian Ethnographic Museum,Slovenia,1818,No Copyright Non-Commercial,https://www.etno-muzej.si/en/collections/708222
Legal document,Rihard Jakopič,TEXT,National University Library Ljubljana,Slovenia,1720,In Copyright,https://www.nuk.uni-lj.si/en/collections/532007
Documentary footage,Rihard Jakopič,IMAGE,National University Library Ljubljana,Slovenia,1771,CC BY 4.0,https://www.nuk.uni-lj.si/en/collections/971968
Census record,Ivan Grohar,3D,National University Library Ljubljana,Slovenia,1901,CC0 Public Domain,https://www.nuk.uni-lj.si/en/collections/222227
Town plan,Matija Jama,TEXT,National Gallery Slovenia,Slovenia,1938,CC BY-SA 4.0,https://www.ng-slo.si/en/collections/245766
Portrait of a nobleman,Rihard Jakopič,TEXT,Slovenian Ethnographic Museum,Slovenia,1532,,https://www.etno-muzej.si/en/collections/954142
Chronicle of the kingdom,Aleksander Tassa,TEXT,Estonian History Museum,Estonia,1520,CC BY 4.0,https://www.ajaloomuuseum.ee/en/collections/320034
Battle scene,Aleksander Tassa,IMAGE,Estonian Literary Museum,Estonia,1855,CC0 Public Domain,https://www.kirmus.ee/en/collections/912323
View of the city harbour,Ants Laikmaa,IMAGE,National Library of Estonia,Estonia,1860,,https://www.digar.ee/arhiiv/en/638421
Battle scene,Kristjan Raud,IMAGE,National Library of Estonia,Estonia,1249,CC BY-SA 4.0,https://www.digar.ee/arhiiv/en/800015
3D scan of sculpture,Nikolai Triik,TEXT,National Library of Estonia,Estonia,1901,CC BY 4.0,https://www.digar.ee/arhiiv/en/293757
3D scan of sculpture,Ants Laikmaa,TEXT,National Library of Estonia,Estonia,1764,CC BY-SA 4.0,https://www.digar.ee/arhiiv/en/469311
Religious icon,Nikolai Triik,IMAGE,Estonian History Museum,Estonia,1311,No Copyright Non-Commercial,https://www.ajaloomuuseum.ee/en/collections/900319
Trade contract,Kristjan Raud,IMAGE,Estonian History Museum,Estonia,,No Copyright Non-Commercial,https://www.ajaloomuuseum.ee/en/collections/104539
Legal document,Ants Laikmaa,3D,National Library of Estonia,Estonia,1786,,https://www.digar.ee/arhiiv/en/718010
Parish register entry,Ants Laikmaa,VIDEO,National Library of Estonia,Estonia,1852,In Copyright,https://www.digar.ee/arhiiv/en/324682
